IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending
936091,2-Jan-09,2009,14:14:27,14,False Alarm,AFA,,Non Residential,Theatre ,Correct incident location,SW19 1SB,SW19,E09000024,MERTON,Merton,E05000471,Trinity,Trinity,525604.0,170526.0,525650,170550,London,Wimbledon,,,,,1.0,1.0
937091,2-Jan-09,2009,14:14:59,14,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,Within same building,SE18 7EX,SE18,E09000011,GREENWICH,Greenwich,E05000221,Glyndon,Glyndon,544218.0,178490.0,544250,178450,London,Plumstead,,,,,1.0,2.0
939091,2-Jan-09,2009,14:18:51,14,False Alarm,AFA,,Non Residential,Hospital ,Within same building,SE13 6LH,SE13,E09000023,LEWISHAM,Lewisham,E05000448,Lewisham Central,Lewisham Central,537874.0,174681.0,537850,174650,London,Lewisham,,,,,1.0,1.0
940091,2-Jan-09,2009,14:20:38,14,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,E2,E09000030,TOWER HAMLETS,Tower Hamlets,E05009317,Bethnal Green,Bethnal Green,,,535650,183050,London,Bethnal Green,,,,,1.0,1.0
941091,2-Jan-09,2009,14:23:12,14,False Alarm,False alarm - Good intent,,Non Residential,Factory ,Within same building,N7 9PQ,N7,E09000019,ISLINGTON,Islington,E05000368,Caledonian,Caledonian,530047.0,184534.0,530050,184550,London,Kentish Town,,,,,2.0,2.0
943091,2-Jan-09,2009,14:24:55,14,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,DA5 1PQ,DA5,E09000004,BEXLEY,Bexley,E05000064,Barnehurst,Barnehurst,550250.0,174250.0,550250,174250,London,Bexley,,,,,1.0,1.0
942091,2-Jan-09,2009,14:26:16,14,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,E2,E09000030,TOWER HAMLETS,Tower Hamlets,E05009317,Bethnal Green,Bethnal Green,,,535650,182750,London,Bethnal Green,,,,,1.0,1.0
947091,2-Jan-09,2009,14:30:43,14,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,SW4,E09000022,LAMBETH,Lambeth,E05000419,Clapham Town,Clapham Town,,,529650,175650,London,Clapham,,,,,1.0,1.0
946091,2-Jan-09,2009,14:31:13,14,Special Service,Special Service,RTC,Road Vehicle,Car ,On land associated with building,DA6 7QB,DA6,E09000004,BEXLEY,Bexley,E05000064,Barnehurst,Barnehurst,549965.0,174817.0,549950,174850,London,Bexley,,,,,2.0,3.0
948091,2-Jan-09,2009,14:34:09,14,False Alarm,AFA,,Non Residential,Pub/wine bar/bar ,Within same building,WC2N 6PB,WC2N,E09000033,WESTMINSTER,Westminster,E05000644,St. James's,St. James's,530481.0,180498.0,530450,180450,London,Soho,,,,,1.0,1.0
950091,2-Jan-09,2009,14:35:02,14,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,SW2 1NW,SW2,E09000022,LAMBETH,Lambeth,E05000435,Tulse Hill,Tulse Hill,530970.0,174955.0,530950,174950,London,Brixton,,,,,2.0,3.0
951091,2-Jan-09,2009,14:37:02,14,Special Service,Special Service,Evacuation (no fire),Road Vehicle,Car ,In street outside gazetteer location,W1J 7AH,W1J,E09000033,WESTMINSTER,Westminster,E05000649,West End,West End,528625.0,180092.0,528650,180050,London,Soho,,,,,2.0,2.0
953091,2-Jan-09,2009,14:40:03,14,False Alarm,AFA,,Non Residential,Gym ,Within same building,SE17 2NA,SE17,E09000028,SOUTHWARK,Southwark,E05000544,Newington,Newington,532250.0,178250.0,532250,178250,London,Old Kent Road,,,,,1.0,1.0
955091,2-Jan-09,2009,14:44:04,14,Special Service,Special Service,Effecting entry/exit,Other Residential,Hostel (e.g. for homeless people) ,Within same building,SE1 5SH,SE1,E09000028,SOUTHWARK,Southwark,E05000542,Grange,Grange,533641.0,178769.0,533650,178750,London,Old Kent Road,,,,,1.0,1.0
956091,2-Jan-09,2009,14:46:44,14,False Alarm,False alarm - Good intent,,Non Residential,Purpose built office ,Correct incident location,E2 0HG,E2,E09000030,TOWER HAMLETS,Tower Hamlets,E05009331,St. Peter's,St. Peter's,534772.0,182668.0,534750,182650,London,Bethnal Green,,,,,2.0,4.0
958091,2-Jan-09,2009,14:47:30,14,False Alarm,AFA,,Other Residential,Nursing/Care Home/Hospice,Correct incident location,SW9 0BB,SW9,E09000022,LAMBETH,Lambeth,E05000421,Ferndale,Ferndale,531123.0,176165.0,531150,176150,London,Brixton,,,,,2.0,2.0
959091,2-Jan-09,2009,14:47:51,14,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,E14,E09000030,TOWER HAMLETS,Tower Hamlets,E05009325,Lansbury,Lansbury,,,537850,181050,London,Poplar,,,,,1.0,1.0
962091,2-Jan-09,2009,14:49:53,14,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,SW15,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05000525,Mortlake and Barnes Common,Mortlake and Barnes Common,,,522750,175450,London,Wandsworth,,,,,2.0,2.0
963091,2-Jan-09,2009,14:51:12,14,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,E3,E09000030,TOWER HAMLETS,Tower Hamlets,E05009319,Bow East,Bow East,,,536650,183550,London,Bethnal Green,,,,,1.0,1.0
964091,2-Jan-09,2009,14:57:30,14,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Correct incident location,,W4,E09000018,HOUNSLOW,Hounslow,E05000349,Chiswick Riverside,Chiswick Riverside,,,519750,177750,London,Chiswick,,,,,1.0,1.0
966091,2-Jan-09,2009,15:01:26,15,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,SE11,E09000022,LAMBETH,Lambeth,E05000427,Prince's,Prince's,,,531450,178350,London,Lambeth,,,,,1.0,1.0
967091,2-Jan-09,2009,15:02:49,15,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),In street outside gazetteer location,SW17 8PX,SW17,E09000032,WANDSWORTH,Wandsworth,E05000616,Graveney,Graveney,528025.0,171047.0,528050,171050,London,Tooting,,,,,1.0,2.0
968091,2-Jan-09,2009,15:04:59,15,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,E17,E09000031,WALTHAM FOREST,Waltham Forest,E05000609,Wood Street,Wood Street,,,538750,189050,London,Walthamstow,,,,,1.0,1.0
970091,2-Jan-09,2009,15:08:35,15,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N16,E09000012,HACKNEY,Hackney,E05009369,Clissold,Clissold,,,532950,185550,London,Stoke Newington,,,,,1.0,2.0
969091,2-Jan-09,2009,15:08:53,15,False Alarm,AFA,,Non Residential,Takeaway/ fast food ,Correct incident location,W1T 4TT,W1T,E09000007,CAMDEN,Camden,E05000129,Bloomsbury,Bloomsbury,529379.0,182024.0,529350,182050,London,Euston,,,,,1.0,1.0
971091,2-Jan-09,2009,15:14:16,15,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,NW7 1JS,NW7,E09000003,BARNET,Barnet,E05000057,Mill Hill,Mill Hill,524472.0,191119.0,524450,191150,London,Finchley,,,,,1.0,1.0
973091,2-Jan-09,2009,15:21:41,15,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,RM11,E09000016,HAVERING,Havering,E05000315,Hylands,Hylands,,,552650,187450,London,Hornchurch,,,,,1.0,1.0
974091,2-Jan-09,2009,15:25:29,15,False Alarm,AFA,,Non Residential,Hospital ,Within same building,N19 5NF,N19,E09000019,ISLINGTON,Islington,E05000376,Junction,Junction,529141.0,186954.0,529150,186950,London,Kentish Town,,,,,1.0,1.0
975091,2-Jan-09,2009,15:32:43,15,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,EC1N,E09000007,CAMDEN,Camden,E05000138,Holborn and Covent Garden,Holborn and Covent Garden,,,531350,181750,London,Shoreditch,,,,,1.0,1.0
977091,2-Jan-09,2009,15:35:10,15,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SE17,E09000028,SOUTHWARK,Southwark,E05000540,East Walworth,East Walworth,,,532350,178750,London,Old Kent Road,,,,,1.0,1.0
978091,2-Jan-09,2009,15:35:27,15,Special Service,Special Service,Lift Release,Non Residential,Department Store ,Within same building,N1 0PS,N1,E09000019,ISLINGTON,Islington,E05000366,Barnsbury,Barnsbury,531375.0,183375.0,531350,183350,London,Islington,,,,,1.0,1.0
979091,2-Jan-09,2009,15:41:34,15,Fire,Secondary Fire,,Outdoor,Loose refuse ,Nearby address - no building in street,RM3 0AD,RM3,E09000016,HAVERING,Havering,E05000312,Harold Wood,Harold Wood,553493.0,190469.0,553450,190450,London,Harold Hill,,,,,1.0,2.0
980091,2-Jan-09,2009,15:41:44,15,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,NW1 7RB,NW1,E09000007,CAMDEN,Camden,E05000142,Regent's Park,Regent's Park,529122.0,183371.0,529150,183350,London,Euston,,,,,2.0,2.0
982091,2-Jan-09,2009,15:48:49,15,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE15,E09000028,SOUTHWARK,Southwark,E05000543,Livesey,Livesey,,,534750,176850,London,New Cross,,,,,2.0,2.0
984091,2-Jan-09,2009,15:58:52,15,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,NW9,E09000003,BARNET,Barnet,E05000046,Colindale,Colindale,,,521850,189450,London,Hendon,,,,,1.0,1.0
985091,2-Jan-09,2009,16:00:05,16,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,E8,E09000012,HACKNEY,Hackney,E05009381,London Fields,London Fields,,,534150,184450,London,Homerton,,,,,1.0,2.0
986091,2-Jan-09,2009,16:00:24,16,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW3,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009405,Stanley,Stanley,,,527350,178450,London,Chelsea,,,,,1.0,2.0
988091,2-Jan-09,2009,16:05:54,16,False Alarm,AFA,,Non Residential,Converted office ,Within same building,HA7 3HD,HA7,E09000015,HARROW,Harrow,E05000303,Stanmore Park,Stanmore Park,516197.0,193209.0,516150,193250,London,Stanmore,,,,,1.0,1.0
989091,2-Jan-09,2009,16:07:38,16,Special Service,Special Service,Spills and Leaks (not RTC),Road Vehicle,Car ,Correct incident location,UB6 9EH,UB6,E09000009,EALING,Ealing,E05000181,Lady Margaret,Lady Margaret,514045.0,182192.0,514050,182150,London,Southall,,,,,1.0,1.0
990091,2-Jan-09,2009,16:07:40,16,Fire,Primary Fire,,Dwelling,House - single occupancy ,On land associated with building,,NW4,E09000003,BARNET,Barnet,E05000055,Hendon,Hendon,,,522450,189450,London,Hendon,,,,,1.0,2.0
991091,2-Jan-09,2009,16:13:23,16,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,E14 3BD,E14,E09000030,TOWER HAMLETS,Tower Hamlets,E05009318,Blackwall & Cubitt Town,Blackwall & Cubitt Town,538250.0,179750.0,538250,179750,London,Millwall,,,,,1.0,1.0
993091,2-Jan-09,2009,16:14:13,16,False Alarm,False alarm - Good intent,,Non Residential,Manufacturing assembly plant,Correct incident location,N7 9PQ,N7,E09000019,ISLINGTON,Islington,E05000368,Caledonian,Caledonian,530047.0,184534.0,530050,184550,London,Kentish Town,,,,,2.0,3.0
994091,2-Jan-09,2009,16:17:05,16,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,W14,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05000252,Avonmore and Brook Green,Avonmore and Brook Green,,,524550,178750,London,Hammersmith,,,,,1.0,1.0
995091,2-Jan-09,2009,16:19:57,16,False Alarm,False alarm - Malicious,,Dwelling,House - single occupancy ,Correct incident location,,E4,E09000031,WALTHAM FOREST,Waltham Forest,E05000593,Chingford Green,Chingford Green,,,537950,195650,London,Chingford,,,,,1.0,2.0
996091,2-Jan-09,2009,16:21:01,16,Fire,Primary Fire,,Dwelling,House - single occupancy ,Within same building,,CR6,E00000000, NOT GEO-CODED,Not geo-coded,E00000000, Not geo-coded,Not geo-coded,,,535350,158050,OverTheBorder,OverTheBorder,,,,,2.0,2.0
998091,2-Jan-09,2009,16:23:40,16,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Correct incident location,,HA3,E09000015,HARROW,Harrow,E05000290,Harrow Weald,Harrow Weald,,,514350,190350,London,Harrow,,,,,1.0,1.0
999091,2-Jan-09,2009,16:24:03,16,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,SW11,E09000032,WANDSWORTH,Wandsworth,E05000617,Latchmere,Latchmere,,,527750,176550,London,Battersea,,,,,2.0,2.0
1001091,2-Jan-09,2009,16:27:20,16,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,CR0,E09000008,CROYDON,Croydon,E05000157,New Addington,New Addington,,,538450,161950,London,Addington,,,,,1.0,1.0
1007091,2-Jan-09,2009,16:49:36,16,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,E6,E09000025,NEWHAM,Newham,E05000475,Beckton,Beckton,,,543250,181250,London,East Ham,,,,,2.0,2.0
1008091,2-Jan-09,2009,16:49:49,16,Fire,Primary Fire,,Dwelling,Licensed House in Multiple Occupation - 3 or more storeys ,Within same building,,E1,E09000030,TOWER HAMLETS,Tower Hamlets,E05009336,Whitechapel,Whitechapel,,,533850,180950,London,Whitechapel,,,,,2.0,3.0
1009091,2-Jan-09,2009,16:52:01,16,Fire,Secondary Fire,,Outdoor,Tree scrub ,On land associated with building,E8 4SH,E8,E09000012,HACKNEY,Hackney,E05009375,Haggerston,Haggerston,534025.0,183820.0,534050,183850,London,Shoreditch,,,,,1.0,1.0
1010091,2-Jan-09,2009,16:58:07,16,Special Service,Special Service,Lift Release,Dwelling,Tenement Building ,Within same building,,HA8,E09000003,BARNET,Barnet,E05000050,Edgware,Edgware,,,518650,192650,London,Mill Hill,,,,,1.0,1.0
1012091,2-Jan-09,2009,17:00:19,17,Special Service,Special Service,RTC,Road Vehicle,Car ,In street remote from gazetteer location,N18 1BX,N18,E09000010,ENFIELD,Enfield,E05000212,Upper Edmonton,Upper Edmonton,533113.0,192085.0,533150,192050,London,Edmonton,,,,,1.0,1.0
1013091,2-Jan-09,2009,17:00:29,17,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Nearby address - street not listed in gazetteer,,SM6,E09000029,SUTTON,Sutton,E05000556,Beddington South,Beddington South,,,529950,163550,London,Wallington,,,,,2.0,2.0
1015091,2-Jan-09,2009,17:02:56,17,False Alarm,False alarm - Good intent,,Road Vehicle,Motorcycle ,In street outside gazetteer location,SE4 1PE,SE4,E09000023,LEWISHAM,Lewisham,E05000439,Brockley,Brockley,536965.0,176346.0,536950,176350,London,Greenwich,,,,,1.0,1.0
1016091,2-Jan-09,2009,17:04:19,17,Fire,Secondary Fire,,Outdoor,Loose refuse ,Open land/water - nearest gazetteer location,IG1 2WS,IG1,E09000026,REDBRIDGE,Redbridge,E05000501,Clementswood,Clementswood,543628.0,186314.0,543650,186350,London,Ilford,,,,,1.0,1.0
1017091,2-Jan-09,2009,17:05:02,17,Special Service,Special Service,Flooding,Non Residential,Pub/wine bar/bar ,Within same building,W1F 8EN,W1F,E09000033,WESTMINSTER,Westminster,E05000649,West End,West End,529436.0,181157.0,529450,181150,London,Soho,,,,,,
1021091,2-Jan-09,2009,17:13:14,17,False Alarm,AFA,,Other Residential,Nursing/Care Home/Hospice,Correct incident location,NW2 4DJ,NW2,E09000005,BRENT,Brent,E05000087,Brondesbury Park,Brondesbury Park,523890.0,184318.0,523850,184350,London,Willesden,,,,,2.0,3.0
1023091,2-Jan-09,2009,17:20:09,17,Fire,Primary Fire,,Non Residential,Church/Chapel ,On land associated with building,SE1 8TY,SE1,E09000022,LAMBETH,Lambeth,E05000416,Bishop's,Bishop's,531049.0,180063.0,531050,180050,London,Lambeth,,,,,2.0,3.0
1032091,2-Jan-09,2009,17:30:16,17,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,CR0 0PS,CR0,E09000008,CROYDON,Croydon,E05000154,Fieldway,Fieldway,538019.0,162807.0,538050,162850,London,Addington,,,,,1.0,2.0
1051091,2-Jan-09,2009,17:37:48,17,Fire,Secondary Fire,,Outdoor,Loose refuse ,Open land/water - nearest gazetteer location,RM12 4QY,RM12,E09000016,HAVERING,Havering,E05000320,St. Andrew's,St. Andrew's,553017.0,186344.0,553050,186350,London,Hornchurch,,,,,1.0,1.0
1053091,2-Jan-09,2009,17:38:22,17,Fire,Primary Fire,,Road Vehicle,Car ,In street close to gazetteer location,UB2 5UB,UB2,E09000018,HOUNSLOW,Hounslow,E05000357,Heston West,Heston West,511311.0,178718.0,511350,178750,London,Southall,,,,,1.0,1.0
1052091,2-Jan-09,2009,17:39:56,17,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,On land associated with building,IG5 0XD,IG5,E09000026,REDBRIDGE,Redbridge,E05000504,Fullwell,Fullwell,543524.0,190722.0,543550,190750,London,Hainault,,,,,2.0,2.0
1056091,2-Jan-09,2009,17:40:58,17,Special Service,Special Service,Lift Release,Dwelling,Self contained Sheltered Housing ,Within same building,,NW1,E09000007,CAMDEN,Camden,E05000130,Camden Town with Primrose Hill,Camden Town with Primrose Hill,,,527950,183950,London,Euston,,,,,1.0,1.0
1058091,2-Jan-09,2009,17:42:41,17,False Alarm,False alarm - Good intent,,Other Residential,Boarding House/B&B for homeless/asylum seekers ,Correct incident location,N22 8RE,N22,E09000010,ENFIELD,Enfield,E05000193,Bowes,Bowes,530685.0,191667.0,530650,191650,London,Southgate,,,,,2.0,2.0
1063091,2-Jan-09,2009,17:48:10,17,Special Service,Special Service,Lift Release,Other Residential,Retirement/Old Persons Home,Within same building,BR3 5YD,BR3,E09000006,BROMLEY,Bromley,E05000113,Copers Cope,Copers Cope,538188.0,169699.0,538150,169650,London,Beckenham,,,,,1.0,1.0
1064091,2-Jan-09,2009,17:49:45,17,False Alarm,AFA,,Non Residential,Community centre/Hall ,Within same building,N1 0PS,N1,E09000019,ISLINGTON,Islington,E05000379,St. Mary's,St. Mary's,531421.0,183427.0,531450,183450,London,Islington,,,,,1.0,1.0
1065091,2-Jan-09,2009,17:50:43,17,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,HA8,E09000003,BARNET,Barnet,E05000044,Burnt Oak,Burnt Oak,,,520250,190650,London,Mill Hill,,,,,1.0,1.0
1067091,2-Jan-09,2009,17:51:24,17,False Alarm,AFA,,Non Residential,Shopping Centre ,Within same building,E14 5NY,E14,E09000030,TOWER HAMLETS,Tower Hamlets,E05009323,Canary Wharf,Canary Wharf,537665.0,180147.0,537650,180150,London,Poplar,,,,,1.0,1.0
1068091,2-Jan-09,2009,17:52:47,17,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,NW10,E09000005,BRENT,Brent,E05000103,Welsh Harp,Welsh Harp,,,520950,186350,London,Willesden,,,,,1.0,1.0
1069091,2-Jan-09,2009,17:53:41,17,Fire,Primary Fire,,Dwelling,Unlicensed House in Multiple Occupation - 3 or more storeys ,Correct incident location,,SW4,E09000022,LAMBETH,Lambeth,E05000425,Larkhall,Larkhall,,,529750,176150,London,Clapham,,,,,1.0,2.0
1071091,2-Jan-09,2009,17:55:15,17,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,EN5 4PL,EN5,E09000003,BARNET,Barnet,E05000056,High Barnet,High Barnet,524486.0,197031.0,524450,197050,London,Barnet,,,,,2.0,2.0
1073091,2-Jan-09,2009,17:56:36,17,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,SW1X,E09000033,WESTMINSTER,Westminster,E05000637,Knightsbridge and Belgravia,Knightsbridge and Belgravia,,,528050,179350,London,Chelsea,,,,,2.0,2.0
1075091,2-Jan-09,2009,18:01:31,18,False Alarm,AFA,,Other Residential,Student Hall of Residence ,Correct incident location,E2 6PE,E2,E09000030,TOWER HAMLETS,Tower Hamlets,E05009331,St. Peter's,St. Peter's,534557.0,183147.0,534550,183150,London,Bethnal Green,,,,,2.0,3.0
1078091,2-Jan-09,2009,18:02:44,18,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SM5,E09000029,SUTTON,Sutton,E05000568,The Wrythe,The Wrythe,,,528050,165150,London,Wallington,,,,,1.0,1.0
1079091,2-Jan-09,2009,18:06:47,18,False Alarm,False alarm - Good intent,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SE3,E09000011,GREENWICH,Greenwich,E05000215,Blackheath Westcombe,Blackheath Westcombe,,,540450,177050,London,East Greenwich,,,,,2.0,3.0
1080091,2-Jan-09,2009,18:07:12,18,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,E2,E09000030,TOWER HAMLETS,Tower Hamlets,E05009335,Weavers,Weavers,,,533650,182750,London,Shoreditch,,,,,1.0,1.0
1082091,2-Jan-09,2009,18:12:11,18,False Alarm,False alarm - Good intent,,Outdoor,Loose refuse ,Correct incident location,SM5 2LS,SM5,E09000029,SUTTON,Sutton,E05000568,The Wrythe,The Wrythe,527827.0,165628.0,527850,165650,London,Wallington,,,,,1.0,2.0
1083091,2-Jan-09,2009,18:15:41,18,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,NW1,E09000007,CAMDEN,Camden,E05000142,Regent's Park,Regent's Park,,,529050,182850,London,Euston,,,,,1.0,1.0
1085091,2-Jan-09,2009,18:19:04,18,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SE6,E09000023,LEWISHAM,Lewisham,E05000451,Rushey Green,Rushey Green,,,537750,173450,London,Lewisham,,,,,1.0,1.0
1086091,2-Jan-09,2009,18:26:34,18,False Alarm,AFA,,Dwelling,Bungalow - single occupancy ,Correct incident location,,HA0,E09000009,EALING,Ealing,E05000187,Perivale,Perivale,,,517450,183850,London,Wembley,,,,,1.0,2.0
1088091,2-Jan-09,2009,18:27:37,18,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,DA18,E09000004,BEXLEY,Bexley,E05000084,Thamesmead East,Thamesmead East,,,547950,179550,London,Erith,,,,,1.0,2.0
1090091,2-Jan-09,2009,18:30:01,18,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,SW16,E09000022,LAMBETH,Lambeth,E05000428,St. Leonard's,St. Leonard's,,,529950,170950,London,Norbury,,,,,1.0,2.0
1089091,2-Jan-09,2009,18:30:22,18,Special Service,Special Service,Lift Release,Dwelling,Tenement Building ,Within same building,,DA8,E09000004,BEXLEY,Bexley,E05000070,Colyers,Colyers,,,551250,177250,London,Erith,,,,,1.0,1.0
1091091,2-Jan-09,2009,18:30:36,18,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,W11 2AJ,W11,E09000033,WESTMINSTER,Westminster,E05000631,Bayswater,Bayswater,525053.0,181130.0,525050,181150,London,North Kensington,,,,,1.0,1.0
1094091,2-Jan-09,2009,18:37:21,18,False Alarm,False alarm - Good intent,,Road Vehicle,Car ,In street close to gazetteer location,EN3 5HN,EN3,E09000010,ENFIELD,Enfield,E05000198,Enfield Highway,Enfield Highway,536113.0,197817.0,536150,197850,London,Enfield,,,,,1.0,1.0
1096091,2-Jan-09,2009,18:40:07,18,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,N1 0EP,N1,E09000019,ISLINGTON,Islington,E05000366,Barnsbury,Barnsbury,531125.0,183855.0,531150,183850,London,Islington,,,,,1.0,2.0
1097091,2-Jan-09,2009,18:41:03,18,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,E14 6RQ,E14,E09000030,TOWER HAMLETS,Tower Hamlets,E05009325,Lansbury,Lansbury,537727.0,181693.0,537750,181650,London,Poplar,,,,,1.0,1.0
1099091,2-Jan-09,2009,18:42:05,18,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,HA2,E09000015,HARROW,Harrow,E05000301,Roxbourne,Roxbourne,,,512850,186150,London,Northolt,,,,,1.0,2.0
1102091,2-Jan-09,2009,18:45:55,18,Special Service,Special Service,Making Safe (not RTC),Dwelling,House - single occupancy ,Correct incident location,,E6,E09000025,NEWHAM,Newham,E05000475,Beckton,Beckton,,,542350,182050,London,East Ham,,,,,1.0,1.0
1103091,2-Jan-09,2009,18:52:40,18,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,W11 2AJ,W11,E09000033,WESTMINSTER,Westminster,E05000631,Bayswater,Bayswater,525053.0,181130.0,525050,181150,London,North Kensington,,,,,1.0,1.0
1104091,2-Jan-09,2009,18:55:08,18,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,SE9,E09000011,GREENWICH,Greenwich,E05000224,Middle Park and Sutcliffe,Middle Park and Sutcliffe,,,541950,173550,London,Eltham,,,,,2.0,2.0
1105091,2-Jan-09,2009,18:55:53,18,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,HA6,E09000017,HILLINGDON,Hillingdon,E05000336,Northwood Hills,Northwood Hills,,,510250,190350,London,Ruislip,,,,,2.0,2.0
1106091,2-Jan-09,2009,19:00:32,19,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Within same building,,SE23,E09000023,LEWISHAM,Lewisham,E05000444,Forest Hill,Forest Hill,,,535150,173050,London,Forest Hill,,,,,2.0,2.0
1108091,2-Jan-09,2009,19:01:07,19,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),In street outside gazetteer location,SE1 5PP,SE1,E09000028,SOUTHWARK,Southwark,E05000550,South Bermondsey,South Bermondsey,533864.0,178674.0,533850,178650,London,Old Kent Road,,,,,1.0,1.0
1109091,2-Jan-09,2009,19:03:09,19,False Alarm,False alarm - Good intent,,Non Residential,Single shop ,Within same building,SE17 1RL,SE17,E09000028,SOUTHWARK,Southwark,E05000540,East Walworth,East Walworth,532348.0,178390.0,532350,178350,London,Old Kent Road,,,,,2.0,2.0
